Provider ID,name,type,specialty,street,city,state,zip,Phone Number
441,SOUTHERN INYO HOSPITAL,Private,Comprehensive,501 EAST LOCUST STREET,LONE PINE,CA,93545,7608765501
442,SACRED HEART HOSPITAL,Public,Dental,5151 N 9TH AVE,PENSACOLA,FL,32504,8504167000
443,BANNER CASA GRANDE MEDICAL CENTER,Private,Opthalmology,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85222,5203816300
444,FAYETTE MEDICAL CENTER,Public,Othopedics,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,2059325966
445,ABRAZO CENTRAL CAMPUS,Private,Cardiology,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,6022490212
446,LAKELAND COMMUNITY HOSPITAL,Public,Pharmacy,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,2054857117
447,MIRACLE MILE MEDICAL CENTER,Private,Vaccine,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,3239301040
448,FEATHER RIVER HOSPITAL,Public,Massage,5974 PENTZ ROAD,PARADISE,CA,95969,5308779361
449,BANNER THUNDERBIRD MEDICAL CENTER,Private,Comprehensive,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,4806845898
450,ST ANTHONYS HOSPITAL,Public,Dental,1200 SEVENTH AVE N,SAINT PETERSBURG,FL,33705,7278251100
451,BANNER FORT COLLINS MEDICAL CENTER,Private,Opthalmology,4700 LADY MOON DR,FORT COLLINS,CO,80528,9708214000
452,MARINA DEL REY HOSPITAL,Public,Othopedics,4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,3108238911
453,NORTHSIDE HOSPITAL,Private,Cardiology,6000 49TH ST N,SAINT PETERSBURG,FL,33709,8135215000
454,GOOD SAMARITAN MEDICAL CENTER,Public,Pharmacy,200 EXEMPLA CIRCLE,LAFAYETTE,CO,80026,3036894000
455,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,Private,Vaccine,1425 S MAIN STREET,WALNUT CREEK,CA,94596,9252954000
456,WUESTHOFF MEDICAL CENTER-ROCKLEDGE,Public,Massage,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,3216372603
457,PETALUMA VALLEY HOSPITAL,Private,Comprehensive,400 N MCDOWELL BLVD,PETALUMA,CA,94954,7077781111
458,METHODIST HOSPITAL OF SACRAMENTO,Public,Dental,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,9164236010
459,SAINT FRANCIS MEMORIAL HOSPITAL,Private,Opthalmology,900 HYDE ST,SAN FRANCISCO,CA,94109,4153536000
460,MERCY SAN JUAN MEDICAL CENTER,Public,Othopedics,6501 COYLE AVE,CARMICHAEL,CA,95608,9165375000
461,NORTHSIDE HOSPITAL,Private,Cardiology,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,4048518000
462,MARION REGIONAL MEDICAL CENTER,Public,Pharmacy,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,2059216200
463,SOUTHEAST COLORADO HOSPITAL,Private,Vaccine,373 E TENTH AVE,SPRINGFIELD,CO,81073,7195234501
464,YUMA REGIONAL MEDICAL CENTER,Public,Massage,2400 SOUTH AVENUE A,YUMA,AZ,85364,9283367600
465,LEVI HOSPITAL,Private,Comprehensive,300 PROSPECT AVE,HOT SPRINGS,AR,71901,5016241281
466,ELMORE COMMUNITY HOSPITAL,Public,Dental,500 HOSPITAL DRIVE,WETUMPKA,AL,36092,3345674311
467,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,Private,Opthalmology,2540 EAST ST,CONCORD,CA,94520,9256828200
468,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",Public,Othopedics,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,2054817000
469,GOOD SAMARITAN MEDICAL CENTER,Private,Cardiology,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,5616555511
470,HEMET VALLEY MEDICAL CENTER,Public,Pharmacy,1117 EAST DEVONSHIRE,HEMET,CA,92543,9516522811
471,"MOUNTAIN VISTA MEDICAL CENTER, LP",Private,Vaccine,1301 SOUTH CRISMON ROAD,MESA,AZ,85209,4803586100
472,CANYON VISTA MEDICAL CENTER,Public,Massage,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,5204173001
473,TULARE REGIONAL MEDICAL CENTER,Private,Comprehensive,869 NORTH CHERRY AVENUE,TULARE,CA,93274,5596880821
474,FLORIDA HOSPITAL WESLEY CHAPEL,Public,Dental,2600 BRUCE B DOWNS BLVD,WESLEY CHAPEL,FL,33544,8139295490
475,NORTH SUBURBAN MEDICAL CENTER,Private,Opthalmology,9191 GRANT ST,THORNTON,CO,80229,3034517800
476,FLORIDA HOSPITAL,Public,Othopedics,601 E ROLLINS ST,ORLANDO,FL,32803,4073031976
477,ASPEN VALLEY HOSPITAL,Private,Cardiology,0401 CASTLE CREEK ROAD,ASPEN,CO,81611,9705441261
478,LAKEWOOD RANCH MEDICAL CENTER,Public,Pharmacy,8330 LAKEWOOD RANCH BLVD,BRADENTON,FL,34202,9417822100
479,RIDEOUT MEMORIAL HOSPITAL,Private,Vaccine,726 4TH ST,MARYSVILLE,CA,95901,5307494300
480,ANAHEIM GLOBAL MEDICAL CENTER,Public,Massage,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,7145336220
481,MELISSA MEMORIAL HOSPITAL,Private,Comprehensive,1001 E JOHNSON STREET,HOLYOKE,CO,80734,9708542241
482,ALTA BATES SUMMIT MEDICAL CENTER,Public,Dental,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,5106554000
483,UCSF MEDICAL CENTER,Private,Opthalmology,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,4153532733
484,SIERRA VISTA REGIONAL MEDICAL CENTER,Public,Othopedics,1010 MURRAY ST,SAN LUIS OBISPO,CA,93405,8505467600
485,SAINT AGNES MEDICAL CENTER,Private,Cardiology,1303 E HERNDON AVE,FRESNO,CA,93710,5594503000
486,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,Public,Pharmacy,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,3234622271
487,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,Private,Vaccine,115 WEST E STREET,TEHACHAPI,CA,93561,6618223241
488,PROVIDENCE HOSPITAL,Public,Massage,1150 VARNUM ST NE,WASHINGTON,DC,20017,2022697000
489,COMMUNITY HOSPITAL OF SAN BERNARDINO,Private,Comprehensive,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,9098876333
490,HOLY CROSS HOSPITAL,Public,Dental,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621,5202853000
491,"DE QUEEN MEDICAL CENTER, INC",Private,Opthalmology,1306 WEST COLLIN RAYE DRIVE,DE QUEEN,AR,71832,8705844111
492,MEDICAL CENTER OF TRINITY,Public,Othopedics,"9330 SR 54, STE 401",TRINITY,FL,34655,7278481733
493,WALKER BAPTIST MEDICAL CENTER,Private,Cardiology,3400 HIGHWAY 78 EAST,JASPER,AL,35502,2053874000
494,SUTTER SANTA ROSA REGIONAL HOSPITAL,Public,Pharmacy,30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,95403,7075764000
495,JOHNSON MEMORIAL HOSPITAL,Private,Vaccine,201 CHESTNUT HILL ROAD,STAFFORD SPRINGS,CT,6076,8606844251
496,NORTHRIDGE MEDICAL CENTER,Public,Massage,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,7063351100
497,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,Private,Comprehensive,4200 SUN N LAKE BLVD,SEBRING,FL,33871,8633144466
498,CROSSRIDGE COMMUNITY HOSPITAL,Public,Dental,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,8702383300
499,JACKSON MEMORIAL HOSPITAL,Private,Opthalmology,1611 NW 12TH AVE,MIAMI,FL,33136,3055851111
500,WASHINGTON REGIONAL MEDICAL CENTER,Public,Othopedics,3215 N NORTH HILLS BOULEVARD,FAYETTEVILLE,AR,72703,4794635113
501,JEFFERSON HOSPITAL,Private,Cardiology,1067 PEACHTREE ST,LOUISVILLE,GA,30434,4786257000
502,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,Public,Pharmacy,147 N BRENT ST,VENTURA,CA,93003,8056525011
503,MARICOPA MEDICAL CENTER,Private,Vaccine,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,6023445011
504,WEISBROD MEMORIAL COUNTY HOSPITAL,Public,Massage,1208 LUTHER STREET,EADS,CO,81036,7194385401
505,DESERT VALLEY HOSPITAL,Private,Comprehensive,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,7602418000
506,VICTOR VALLEY GLOBAL MEDICAL CENTER,Public,Dental,15248 11TH ST,VICTORVILLE,CA,92392,7602458691
507,PLANTATION GENERAL HOSPITAL,Private,Opthalmology,401 NW 42ND AVE,PLANTATION,FL,33317,9545875010
508,MEMORIAL HOSPITAL WEST,Public,Othopedics,703 N FLAMINGO RD,PEMBROKE PINES,FL,33028,9544365000
509,SHELBY BAPTIST MEDICAL CENTER,Private,Cardiology,1000 FIRST STREET NORTH,ALABASTER,AL,35007,2056208100
510,JOHNSON REGIONAL MEDICAL CENTER,Public,Pharmacy,1100 EAST POPLAR STREET,CLARKSVILLE,AR,72830,4797545454
511,COLORADO PLAINS MEDICAL CENTER,Private,Vaccine,1000 LINCOLN ST,FORT MORGAN,CO,80701,9708673391
512,D W MCMILLAN MEMORIAL HOSPITAL,Public,Massage,1301 BELLEVILLE AVENUE,BREWTON,AL,36426,2518678061
513,MONTCLAIR HOSPITAL MEDICAL CENTER,Private,Comprehensive,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,9096258300
514,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,Public,Dental,2451 FILLINGIM STREET,MOBILE,AL,36617,2514717110
515,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,Private,Opthalmology,3800 RESERVOIR RD,WASHINGTON,DC,20007,2027843000
516,MEASE COUNTRYSIDE HOSPITAL,Public,Othopedics,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,7277346950
517,SHASTA REGIONAL MEDICAL CENTER,Private,Cardiology,1100 BUTTE ST,REDDING,CA,96001,5302445454
518,WAYNE MEMORIAL HOSPITAL,Public,Pharmacy,865 SOUTH FIRST STREET,JESUP,GA,31545,9125303302
519,NORTH OKALOOSA MEDICAL CENTER,Private,Vaccine,151 REDSTONE AVE SE,CRESTVIEW,FL,32539,8506898100
520,WELLSTAR KENNESTONE HOSPITAL,Public,Massage,677 CHURCH STREET,MARIETTA,GA,30060,7707935000
521,SANTA ROSA MEMORIAL HOSPITAL,Private,Comprehensive,1165 MONTGOMERY DR,SANTA ROSA,CA,95405,7075255300
522,SIBLEY MEMORIAL HOSPITAL,Public,Dental,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,2025374680
523,LONGMONT UNITED HOSPITAL,Private,Opthalmology,1950 MOUNTAIN VIEW AVENUE,LONGMONT,CO,80501,3036515111
524,MAT-SU REGIONAL MEDICAL CENTER,Public,Othopedics,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,9078616000
525,DESOTO MEMORIAL HOSPITAL,Private,Cardiology,900 N ROBERT AVE,ARCADIA,FL,34265,8634943535
526,LAKE CITY MEDICAL CENTER,Public,Pharmacy,340 NW COMMERCE DR,LAKE CITY,FL,32055,3867199000
527,BANNER GATEWAY MEDICAL CENTER,Private,Vaccine,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,4805432000
528,HALIFAX HEALTH MEDICAL CENTER,Public,Massage,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,3862544000
529,FLOWERS HOSPITAL,Private,Comprehensive,4370 WEST MAIN STREET,DOTHAN,AL,36305,3347935000
530,NORTHSIDE HOSPITAL FORSYTH,Public,Dental,1200 NORTHSIDE FORSYTH DRIVE,CUMMING,GA,30041,7708443200
531,"VILLAGES REGIONAL HOSPITAL, THE",Private,Opthalmology,1451 EL CAMINO REAL,THE VILLAGES,FL,32159,3527518000
532,KAISER FOUNDATION HOSPITAL - VACAVILLE,Public,Othopedics,1 QUALITY DRIVE,VACAVILLE,CA,95688,7076244000
533,SKY RIDGE MEDICAL CENTER,Private,Cardiology,10101 RIDGE GATE PARKWAY,LONE TREE,CO,80124,7202251000
534,GREENE COUNTY HOSPITAL,Public,Pharmacy,509 WILSON AVENUE,EUTAW,AL,35462,2053723388
535,MERCY HOSPITAL NORTHWEST ARKANSAS,Private,Vaccine,2710 SOUTH RIFE MEDICAL LANE,ROGERS,AR,72758,4793388000
536,EMANUEL MEDICAL CENTER,Public,Massage,117 KITE ROAD,SWAINSBORO,GA,30401,4782891304
537,MERCY HOSPITAL,Private,Comprehensive,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,6616325000
538,CALHOUN-LIBERTY HOSPITAL,Public,Dental,20370 NE BURNS AVE,BLOUNTSTOWN,FL,32424,8506743493
539,SOUTH MIAMI HOSPITAL,Private,Opthalmology,6200 SW 73RD ST,SOUTH MIAMI,FL,33143,7866624000
540,GRIFFIN HOSPITAL,Public,Othopedics,130 DIVISION ST,DERBY,CT,6418,2037327500
541,COMMUNITY HOSPITAL OF LONG BEACH,Private,Cardiology,1720 TERMINO AVENUE,LONG BEACH,CA,90804,5624940600
542,BOCA RATON REGIONAL HOSPITAL,Public,Pharmacy,800 MEADOWS RD,BOCA RATON,FL,33486,5613625002
543,CAPE CANAVERAL HOSPITAL,Private,Vaccine,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,3217997111
544,COAST PLAZA HOSPITAL,Public,Massage,13100 STUDERBAKER ROAD,NORWALK,CA,90650,3103560550
545,CHAMBERS MEMORIAL HOSPITAL,Private,Comprehensive,719 DETROIT STREET,DANVILLE,AR,72833,4794952241
546,MEDICAL CENTER BARBOUR,Public,Dental,820 W WASHINGTON ST,EUFAULA,AL,36027,3346887271
547,MOUNT SINAI MEDICAL CENTER,Private,Opthalmology,4300 ALTON RD,MIAMI BEACH,FL,33140,3056742121
548,PARKER ADVENTIST HOSPITAL,Public,Othopedics,9395 CROWN CREST BLVD,PARKER,CO,80138,3032694000
549,KAISER FOUNDATION HOSPITAL-SANTA ROSA,Private,Cardiology,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,7075714000
550,GEORGE L MEE MEMORIAL HOSPITAL,Public,Pharmacy,300 CANAL STREET,KING CITY,CA,93930,8313856000
551,UNIVERSITY OF ALABAMA HOSPITAL,Private,Vaccine,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,2059344011
552,NATIVIDAD MEDICAL CENTER,Public,Massage,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,8317554195
553,FULTON COUNTY HOSPITAL,Private,Comprehensive,679 NORTH MAIN STREET,SALEM,AR,72576,8708952691
554,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,Public,Dental,13681 DOCTORS WAY,FORT MYERS,FL,33912,2397685000
555,VAIL VALLEY MEDICAL CENTER,Private,Opthalmology,181 W MEADOW DRIVE,VAIL,CO,81657,9704762451
556,BROWARD HEALTH IMPERIAL POINT,Public,Othopedics,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,9547768500
557,EISENHOWER MEDICAL CENTER,Private,Cardiology,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,7603403911
558,FAIRBANKS MEMORIAL HOSPITAL,Public,Pharmacy,1650 COWLES STREET,FAIRBANKS,AK,99701,9074528181
559,SILOAM SPRINGS REGIONAL HOSPITAL,Private,Vaccine,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,4795244141
560,WELLSTAR WEST GEORGIA MEDICAL CENTER,Public,Massage,1514 VERNON ROAD,LAGRANGE,GA,30240,7068821411
561,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,Private,Comprehensive,706 N PARRISH AVE,ADEL,GA,31620,2298968077
562,HOLY CROSS HOSPITAL,Public,Dental,4725 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,9547718000
563,PICKENS COUNTY MEDICAL CENTER,Private,Opthalmology,241 ROBERT K WILSON DRIVE,CARROLLTON,AL,35447,2053678111
564,COOSA VALLEY MEDICAL CENTER,Public,Othopedics,315 W HICKORY ST,SYLACAUGA,AL,35150,2562495000
565,ORANGE COUNTY GLOBAL MEDICAL CENTER,Private,Cardiology,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,7149533331
566,SOUTH COAST GLOBAL MEDICAL CENTER,Public,Pharmacy,2701 S BRISTOL ST,SANTA ANA,CA,92704,7147545454
567,"WEST COVINA MEDICAL CENTER, INC",Private,Vaccine,725 S ORANGE AVE,WEST COVINA,CA,91790,6263388481
568,NATIONAL JEWISH HEALTH,Public,Massage,1400 JACKSON ST,DENVER,CO,80206,3033884461
569,PHOENIX INDIAN MEDICAL CENTER,Private,Comprehensive,4212 NORTH 16TH STREET,PHOENIX,AZ,85016,6022631200
570,CHILDREN'S HOSPITAL OF ORANGE COUNTY,Public,Dental,1201 W LA VETA AVE,ORANGE,CA,92868,7149973000
571,ST MARYS  MEDICAL CENTER,Private,Opthalmology,2635 N 7TH STREET,GRAND JUNCTION,CO,81502,9702981950
572,ADVENTIST MEDICAL CENTER - REEDLEY,Public,Othopedics,372 W CYPRESS AVE,REEDLEY,CA,93654,5596388155
573,BAYFRONT HEALTH PUNTA GORDA,Private,Cardiology,809 E MARION AVE,PUNTA GORDA,FL,33950,9416393131
574,BANNER DEL E. WEBB MEDICAL CENTER,Public,Pharmacy,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,6235244000
575,NORTH LOGAN MERCY HOSPITAL,Private,Vaccine,500 EAST ACADEMY,PARIS,AR,72855,4799636101
576,LAKE WALES MEDICAL CENTER,Public,Massage,410 S 11TH ST,LAKE WALES,FL,33853,8636761433
577,SOUTH LAKE HOSPITAL,Private,Comprehensive,1900 DON WICKHAM DR,CLERMONT,FL,34711,3523944071
578,WHITE COUNTY MEDICAL CENTER,Public,Dental,3214 EAST RACE AVENUE,SEARCY,AR,72143,5012783100
579,ELIZA COFFEE MEMORIAL HOSPITAL,Private,Opthalmology,205 MARENGO STREET,FLORENCE,AL,35631,2567688400
580,POUDRE VALLEY HOSPITAL,Public,Othopedics,1024 S LEMAY AVE,FORT COLLINS,CO,80524,9704957000
581,NICKLAUS CHILDREN'S HOSPITAL,Private,Cardiology,3100 SW 62ND AVE,MIAMI,FL,33155,3056666511
582,WICKENBURG COMMUNITY HOSPITAL,Public,Pharmacy,520 ROSE LANE,WICKENBURG,AZ,85390,9286845421
583,RIVERVIEW REGIONAL MEDICAL CENTER,Private,Vaccine,600 SOUTH THIRD STREET,GADSDEN,AL,35901,2565435200
584,CENTURA HEALTH-ST ANTHONY HOSPITAL,Public,Massage,11600 WEST 2ND PLACE,LAKEWOOD,CO,80228,7203210000
585,LOMPOC VALLEY MEDICAL CENTER,Private,Comprehensive,1515 E OCEAN AVENUE,LOMPOC,CA,93436,8057373300
586,CHINO VALLEY MEDICAL CENTER,Public,Dental,5451 WALNUT AVE,CHINO,CA,91710,9096276111
587,HEBREW HOME AND HOSPITAL INC,Private,Opthalmology,1 ABRAHMS BOULEVARD,WEST HARTFORD,CT,6117,8605233800
588,ST JOSEPH'S HOSPITAL,Public,Othopedics,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,5208733000
589,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,Private,Cardiology,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,3344184100
590,PROVIDENCE HOSPITAL,Public,Pharmacy,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,2516331000
591,TRI-CITY MEDICAL CENTER,Private,Vaccine,4002 VISTA WAY,OCEANSIDE,CA,92056,7607248411
592,FOOTHILL REGIONAL MEDICAL CENTER,Public,Massage,14662 NEWPORT AVE,TUSTIN,CA,92780,7146197700
593,DODGE COUNTY HOSPITAL,Private,Comprehensive,901 GRIFFIN AVE,EASTMAN,GA,31023,4784484067
594,UKIAH VALLEY MEDICAL CENTER,Public,Dental,275 HOSPITAL DRIVE,UKIAH,CA,95482,7074623111
595,REDWOOD MEMORIAL HOSPITAL,Private,Opthalmology,3300 RENNER DRIVE,FORTUNA,CA,95540,7074458121
596,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,Public,Othopedics,601 DUBOCE AVE,SAN FRANCISCO,CA,94117,4156006000
597,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,Private,Cardiology,2500 MERCED STREET,SAN LEANDRO,CA,94577,5104541000
598,CHEROKEE MEDICAL CENTER,Public,Pharmacy,400 NORTHWOOD DR,CENTRE,AL,35960,2569275531
599,ALHAMBRA HOSPITAL MEDICAL CENTER,Private,Vaccine,100 S RAYMOND AVE,ALHAMBRA,CA,91801,6265701606
600,SCRIPPS MERCY HOSPITAL,Public,Massage,4077 5TH AVE,SAN DIEGO,CA,92103,6192948111
601,GLENN MEDICAL CENTER,Private,Comprehensive,1133 W SYCAMORE ST,WILLOWS,CA,95988,5309341818
602,REDLANDS COMMUNITY HOSPITAL,Public,Dental,350 TERRACINA BLVD,REDLANDS,CA,92373,9093355500
603,ST FRANCIS HOSPITAL & MEDICAL CENTER,Private,Opthalmology,114 WOODLAND STREET,HARTFORD,CT,6105,8607144000
604,MIDDLE PARK MEDICAL CENTER,Public,Othopedics,214 S 4TH STREET,KREMMLING,CO,80459,9707243442
605,APPLING HOSPITAL,Private,Cardiology,163 E TOLLISON STREET,BAXLEY,GA,31513,9123679841
606,VERDE VALLEY MEDICAL CENTER,Public,Pharmacy,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,9286396058
607,LITTLE COLORADO MEDICAL CENTER,Private,Vaccine,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,86047,9282894691
608,BAXTER REGIONAL MEDICAL CENTER,Public,Massage,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,8705081000
609,BANNER DESERT MEDICAL CENTER,Private,Comprehensive,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,4804123000
610,LAKELAND REGIONAL MEDICAL CENTER,Public,Dental,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,8636871100
611,ST VINCENT'S MEDICAL CENTER,Private,Opthalmology,2800 MAIN ST,BRIDGEPORT,CT,6606,2035765551
612,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,Public,Othopedics,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,8059556000
613,ARKANSAS METHODIST MEDICAL CENTER,Private,Cardiology,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,8702397000
614,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,Public,Pharmacy,4201 BELFORT RD,JACKSONVILLE,FL,32216,9042963700
615,EAST LOS ANGELES DOCTORS HOSPITAL,Private,Vaccine,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,3232685514
616,ST MARY'S MEDICAL CENTER,Public,Massage,901 45TH ST,WEST PALM BEACH,FL,33407,5618406202
617,CLEVELAND CLINIC HOSPITAL,Private,Comprehensive,3100 WESTON RD,WESTON,FL,33331,9546895000
618,NORTH BALDWIN INFIRMARY,Public,Dental,1815 HAND AVENUE,BAY MINETTE,AL,36507,2519375521
619,KAISER FOUNDATION HOSPITAL - SAN DIEGO,Private,Opthalmology,4647 ZION AVE,SAN DIEGO,CA,92120,6195285000
620,CONWAY REGIONAL MEDICAL CENTER,Public,Othopedics,2302 COLLEGE AVENUE,CONWAY,AR,72034,5013293831
621,OJAI VALLEY COMMUNITY HOSPITAL,Private,Cardiology,1306 MARICOPA HWY,OJAI,CA,93023,8056402280
622,COLISEUM MEDICAL CENTERS,Public,Pharmacy,350 HOSPITAL DRIVE,MACON,GA,31217,4787657000
623,COMMUNITY MEDICAL CENTER IZARD COUNTY,Private,Vaccine,103 GRASSE STREET,CALICO ROCK,AR,72519,8702973726
624,SAN FRANCISCO GENERAL HOSPITAL,Public,Massage,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,4152068000
625,NANTICOKE MEMORIAL HOSPITAL,Private,Comprehensive,801 MIDDLEFORD RD,SEAFORD,DE,19973,3026296611
626,PATIENTS' HOSPITAL OF REDDING,Public,Dental,2900 EUREKA WAY,REDDING,CA,96001,5302258700
627,HEALDSBURG DISTRICT HOSPITAL,Private,Opthalmology,1375 UNIVERSITY AVENUE,HEALDSBURG,CA,95448,7074316500
628,SILVER LAKE MEDICAL CENTER,Public,Othopedics,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,2139896123
629,ST MARYS REGIONAL MEDICAL CENTER,Private,Cardiology,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,4799682841
630,LAWRENCE MEDICAL CENTER,Public,Pharmacy,202 HOSPITAL STREET,MOULTON,AL,35650,2569742200
631,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,Private,Vaccine,11650 W 2ND PLACE,LAKEWOOD,CO,80228,7203215000
632,SHARP CHULA VISTA MEDICAL CENTER,Public,Massage,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,6195025800
633,MAGNOLIA HOSPITAL,Private,Comprehensive,101 HOSPITAL DRIVE,MAGNOLIA,AR,71754,8702353000
634,SUTTER DELTA MEDICAL CENTER,Public,Dental,3901 LONE TREE WAY,ANTIOCH,CA,94509,9257797200
635,FAWCETT MEMORIAL HOSPITAL,Private,Opthalmology,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,9416291181
636,ST BERNARDINE MEDICAL CENTER,Public,Othopedics,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,9098838711
637,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,Private,Cardiology,28062 BAXTER ROAD,MURRIETA,CA,92563,9512904000
638,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Public,Pharmacy,12401 WASHINGTON BLVD,WHITTIER,CA,90602,5266980811
639,PLATTE VALLEY MEDICAL CENTER,Private,Vaccine,1600 PRAIRIE CENTER PARKWAY,BRIGHTON,CO,80601,3034981601
640,PEACEHEALTH KETCHIKAN MEDICAL CENTER,Public,Massage,3100 TONGASS AVENUE,KETCHIKAN,AK,99901,9072255171
641,REGIONAL MEDICAL CENTER OF SAN JOSE,Private,Comprehensive,225 N JACKSON AVENUE,SAN JOSE,CA,95116,4082595000
642,LAKESIDE MEDICAL CENTER,Public,Dental,39200 HOOKER HWY,BELLE GLADE,FL,33430,5619966571
643,SUTTER AMADOR HOSPITAL,Private,Opthalmology,200 MISSION BLVD,JACKSON,CA,95642,2092237500
644,ST ROSE HOSPITAL,Public,Othopedics,27200 CALAROGA AVE,HAYWARD,CA,94545,5107826200
645,ASHLEY COUNTY MEDICAL CENTER,Private,Cardiology,1015 UNITY ROAD,CROSSETT,AR,71635,8703644111
646,SHANDS STARKE REGIONAL MEDICAL CENTER,Public,Pharmacy,922 E CALL ST,STARKE,FL,32091,9043682300
647,RANGELY DISTRICT HOSPITAL,Private,Vaccine,225 EAGLE CREST DR,RANGELY,CO,81648,9706755011
648,EAST ALABAMA MEDICAL CENTER,Public,Massage,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,3347493411
649,PIEDMONT HOSPITAL,Private,Comprehensive,1968 PEACHTREE RD NW,ATLANTA,GA,30309,4046055000
650,MARINERS HOSPITAL,Public,Dental,91500 OVERSEAS HIGHWAY,TAVERNIER,FL,33070,3054343000
651,LODI MEMORIAL HOSPITAL,Private,Opthalmology,975 S FAIRMONT AVENUE,LODI,CA,95240,2093343411
